d-143.jpg,99,144,1928,123,1949,2950,90,2947
d-268.jpg,51,132,1795,174,1852,2914,39,2944
d-274.jpg,6,147,1807,153,1870,2908,54,2947
d-039.jpg,36,153,1919,117,1934,2959,42,2944
d-127.jpg,90,168,1895,135,1949,2959,78,2965
d-273.jpg,63,147,1846,120,1916,2953,72,2941
d-263.jpg,105,168,1901,135,1961,2938,84,2944
d-286.jpg,69,135,1852,153,1895,2914,57,2929
d-283.jpg,54,177,1913,123,1985,2914,141,2998
d-275.jpg,87,153,1907,114,1958,2926,108,2947
d-271.jpg,21,165,1828,126,1898,2941,42,2962
d-285.jpg,120,171,1928,120,1976,2929,180,2986
d-270.jpg,75,144,1867,189,1849,2962,72,2980
d-264.jpg,84,144,1816,192,1831,2932,51,2953
d-282.jpg,33,126,1813,117,1892,2878,90,2923
d-287.jpg,126,192,1919,159,1982,3001,165,2992
d-043.jpg,36,168,1913,129,1946,2965,39,2953
d-007.jpg,39,138,1858,99,1889,2950,51,2893
d-267.jpg,90,156,1898,117,1949,2926,87,2947
d-124.jpg,87,129,1861,150,1910,2914,93,2950
d-009.jpg,57,153,1870,120,1922,2953,66,2935
d-262.jpg,78,156,1804,195,1837,2929,63,2968
d-035.jpg,21,183,1846,150,1904,2986,48,2992
d-265.jpg,108,159,1913,123,1961,2935,126,2947
d-037.jpg,48,150,1937,111,1961,2956,63,2950
d-144.jpg,93,138,1870,156,1913,2929,108,2962
d-284.jpg,69,141,1870,132,1940,2893,105,2938
d-277.jpg,60,183,1870,150,1886,2953,90,2977
d-281.jpg,57,183,1876,150,1937,2944,108,3004
d-272.jpg,66,144,1858,168,1892,2926,69,2947
d-280.jpg,42,150,1840,144,1922,2899,102,2941
d-038.jpg,72,84,1910,132,1904,2932,48,2917
d-266.jpg,42,135,1759,174,1786,2935,33,2953
d-034.jpg,63,111,1889,132,1913,2941,75,2950
d-125.jpg,72,156,1910,123,1946,2956,63,2953
d-276.jpg,48,159,1858,180,1913,2965,60,2965
d-269.jpg,9,174,1843,120,1910,2941,33,2965
d-033.jpg,60,195,1922,156,1958,2998,78,2998
d-288.jpg,81,153,1864,168,1895,2926,75,2929
d-279.jpg,93,174,1904,144,1940,2950,123,2983
d-036.jpg,21,132,1858,126,1919,2923,66,2962
d-278.jpg,54,180,1846,174,1919,2941,84,2977
d-008.jpg,111,144,1864,171,1870,2974,78,2956
d-044.jpg,90,138,1901,162,1895,2962,57,2953
d-006.jpg,63,150,1916,159,1964,2953,51,2917
d-126.jpg,90,108,1837,126,1849,2935,45,2932
d-010.jpg,147,159,1940,174,1943,2980,111,2959
