csg562-044.jpg,154,479,3254,484,3249,4353,179,4397
csg562-006.jpg,194,454,3229,474,3249,4348,204,4377
csg562-025.jpg,64,439,3164,429,3169,4343,64,4333
csg562-033.jpg,84,439,3144,419,3164,4328,69,4333
csg562-018.jpg,229,459,3244,474,3259,4338,229,4368
csg562-020.jpg,239,449,3239,489,3234,4343,209,4358
csg562-010.jpg,199,469,3254,479,3244,4363,204,4397
csg562-017.jpg,84,439,3179,434,3194,4348,69,4333
csg562-005.jpg,49,434,3169,394,3169,4313,79,4313
csg562-062.jpg,179,434,3254,469,3264,4328,189,4363
csg562-031.jpg,84,444,3139,414,3124,4343,64,4318
csg562-059.jpg,69,444,3129,409,3144,4343,69,4358
csg562-032.jpg,224,439,3254,509,3249,4358,224,4372
csg562-009.jpg,59,424,3159,399,3189,4338,69,4328
csg562-054.jpg,149,469,3214,464,3214,4338,164,4372
csg562-060.jpg,164,434,3289,469,3254,4338,174,4368
csg562-030.jpg,209,459,3254,504,3249,4353,189,4387
csg562-003.jpg,64,444,3169,419,3184,4333,94,4328
csg562-015.jpg,74,444,3149,409,3169,4348,69,4343
csg562-041.jpg,69,459,3115,409,3144,4323,64,4333
csg562-056.jpg,154,454,3239,464,3229,4333,159,4363
csg562-038.jpg,194,474,3249,494,3234,4368,199,4422
csg562-034.jpg,209,469,3254,519,3244,4368,199,4382
csg562-022.jpg,224,444,3234,489,3234,4353,224,4377
csg562-037.jpg,89,449,3129,414,3144,4353,69,4348
csg562-055.jpg,79,419,3115,424,3144,4333,74,4343
csg562-012.jpg,169,474,3279,479,3224,4358,179,4402
csg562-047.jpg,84,429,3139,439,3134,4338,64,4318
csg562-061.jpg,94,414,3154,419,3154,4343,69,4343
csg562-036.jpg,199,459,3259,504,3249,4392,209,4402
csg562-011.jpg,79,419,3164,399,3179,4328,74,4328
csg562-064.jpg,164,429,3274,439,3254,4338,179,4363
csg562-013.jpg,84,404,3179,394,3194,4273,74,4313
csg562-004.jpg,179,484,3234,469,3244,4372,214,4407
csg562-039.jpg,84,434,3120,409,3149,4348,69,4343
csg562-035.jpg,84,454,3174,414,3159,4343,69,4338
csg562-028.jpg,184,484,3259,509,3234,4363,179,4397
csg562-046.jpg,169,444,3254,479,3234,4363,174,4382
csg562-063.jpg,74,434,3164,439,3134,4372,59,4358
csg562-023.jpg,84,439,3164,429,3174,4358,64,4328
csg562-026.jpg,164,494,3239,484,3239,4382,169,4402
csg562-019.jpg,79,429,3139,409,3194,4323,64,4353
csg562-048.jpg,164,474,3264,474,3244,4353,179,4377
csg562-016.jpg,204,439,3224,459,3224,4343,179,4358
csg562-029.jpg,84,444,3149,404,3169,4333,59,4328
csg562-043.jpg,84,434,3139,424,3134,4338,79,4338
csg562-065.jpg,74,439,3194,419,3194,4273,59,4333
csg562-027.jpg,79,449,3144,439,3159,4358,59,4343
csg562-021.jpg,89,429,3164,409,3184,4348,64,4338
csg562-042.jpg,169,459,3239,504,3239,4368,169,4377
csg562-040.jpg,199,459,3264,499,3264,4363,194,4397
csg562-045.jpg,94,429,3124,404,3129,4333,74,4343
csg562-050.jpg,169,484,3259,474,3254,4353,189,4392
csg562-057.jpg,59,424,3134,449,3134,4313,64,4348
csg562-014.jpg,234,429,3264,479,3224,4368,194,4298
csg562-058.jpg,139,479,3254,464,3254,4343,174,4368
csg562-007.jpg,74,429,3174,389,3189,4328,84,4308
csg562-008.jpg,189,449,3259,479,3239,4372,194,4382
csg562-024.jpg,184,484,3249,504,3244,4363,189,4407
csg562-049.jpg,79,469,3164,454,3149,4358,69,4348
